,date,home_team,away_team,home_score,away_score,tournament,delta_goal,win,lose
1168,2021-03-24,South Sudan,Malawi,0,1,African Cup of Nations qualification,-1,0,1
1170,2021-03-24,São Tomé and Príncipe,Sudan,0,2,African Cup of Nations qualification,-2,0,1
1171,2021-03-24,Rwanda,Mozambique,1,0,African Cup of Nations qualification,1,1,0
1172,2021-03-24,Ethiopia,Madagascar,4,0,African Cup of Nations qualification,4,1,0
1173,2021-03-25,Bahrain,Syria,3,1,Friendly,2,1,0
1174,2021-03-25,India,Oman,1,1,Friendly,0,0,1
1175,2021-03-25,Japan,South Korea,3,0,Friendly,3,1,0
1176,2021-03-25,Saudi Arabia,Kuwait,1,0,Friendly,1,1,0
1177,2021-03-25,United States,Jamaica,4,1,Friendly,3,1,0
1178,2021-03-25,El Salvador,Grenada,2,0,FIFA World Cup qualification,2,1,0
1179,2021-03-25,Canada,Bermuda,5,1,FIFA World Cup qualification,4,1,0
1180,2021-03-25,Curaçao,Saint Vincent and the Grenadines,5,0,FIFA World Cup qualification,5,1,0
1181,2021-03-25,Panama,Barbados,1,0,FIFA World Cup qualification,1,1,0
1182,2021-03-25,Haiti,Belize,2,0,FIFA World Cup qualification,2,1,0
1183,2021-03-25,Trinidad and Tobago,Guyana,3,0,FIFA World Cup qualification,3,1,0
1184,2021-03-25,Spain,Greece,1,1,FIFA World Cup qualification,0,0,1
1185,2021-03-25,Sweden,Georgia,1,0,FIFA World Cup qualification,1,1,0
1186,2021-03-25,Bulgaria,Switzerland,1,3,FIFA World Cup qualification,-2,0,1
1187,2021-03-25,Italy,Northern Ireland,2,0,FIFA World Cup qualification,2,1,0
1188,2021-03-25,Israel,Denmark,0,2,FIFA World Cup qualification,-2,0,1
1189,2021-03-25,Scotland,Austria,2,2,FIFA World Cup qualification,0,0,1
1190,2021-03-25,Moldova,Faroe Islands,1,1,FIFA World Cup qualification,0,0,1
1191,2021-03-25,England,San Marino,5,0,FIFA World Cup qualification,5,1,0
1192,2021-03-25,Andorra,Albania,0,1,FIFA World Cup qualification,-1,0,1
1193,2021-03-25,Hungary,Poland,3,3,FIFA World Cup qualification,0,0,1
1194,2021-03-25,Germany,Iceland,3,0,FIFA World Cup qualification,3,1,0
1195,2021-03-25,Liechtenstein,Armenia,0,1,FIFA World Cup qualification,-1,0,1
1196,2021-03-25,Romania,North Macedonia,3,2,FIFA World Cup qualification,1,1,0
1197,2021-03-25,South Africa,Ghana,1,1,African Cup of Nations qualification,0,0,1
1198,2021-03-25,Gambia,Angola,1,0,African Cup of Nations qualification,1,1,0
1199,2021-03-25,Gabon,DR Congo,3,0,African Cup of Nations qualification,3,1,0
1201,2021-03-25,Kenya,Egypt,1,1,African Cup of Nations qualification,0,0,1
1202,2021-03-25,Botswana,Zimbabwe,0,1,African Cup of Nations qualification,-1,0,1
1203,2021-03-25,Zambia,Algeria,3,3,African Cup of Nations qualification,0,0,1
1204,2021-03-25,Equatorial Guinea,Tanzania,1,0,African Cup of Nations qualification,1,1,0
1205,2021-03-25,Libya,Tunisia,2,5,African Cup of Nations qualification,-3,0,1
1206,2021-03-25,Tajikistan,Mongolia,3,0,FIFA World Cup qualification,3,1,0
1207,2021-03-26,Chile,Bolivia,2,1,Friendly,1,1,0
1208,2021-03-26,Burundi,Central African Republic,2,2,African Cup of Nations qualification,0,0,1
1210,2021-03-26,Cape Verde,Cameroon,3,1,African Cup of Nations qualification,2,1,0
1211,2021-03-26,Eswatini,Guinea-Bissau,1,3,African Cup of Nations qualification,-2,0,1
1213,2021-03-26,Niger,Ivory Coast,0,3,African Cup of Nations qualification,-3,0,1
1216,2021-03-27,Qatar,Azerbaijan,2,1,Friendly,1,1,0
1217,2021-03-27,Wales,Mexico,1,0,Friendly,1,1,0
1218,2021-03-27,United States Virgin Islands,Antigua and Barbuda,0,3,FIFA World Cup qualification,-3,0,1
1219,2021-03-27,Aruba,Suriname,0,6,FIFA World Cup qualification,-6,0,1
1220,2021-03-27,British Virgin Islands,Guatemala,0,3,FIFA World Cup qualification,-3,0,1
1221,2021-03-27,Anguilla,Dominican Republic,0,6,FIFA World Cup qualification,-6,0,1
1222,2021-03-27,Turks and Caicos Islands,Nicaragua,0,7,FIFA World Cup qualification,-7,0,1
1223,2021-03-27,Bahamas,Saint Kitts and Nevis,0,4,FIFA World Cup qualification,-4,0,1
1224,2021-03-27,Republic of Ireland,Luxembourg,0,1,FIFA World Cup qualification,-1,0,1
1225,2021-03-27,Serbia,Portugal,2,2,FIFA World Cup qualification,0,0,1
1226,2021-03-27,Belarus,Estonia,4,2,FIFA World Cup qualification,2,1,0
1227,2021-03-27,Czech Republic,Belgium,1,1,FIFA World Cup qualification,0,0,1
1228,2021-03-27,Montenegro,Gibraltar,4,1,FIFA World Cup qualification,3,1,0
1229,2021-03-27,Netherlands,Latvia,2,0,FIFA World Cup qualification,2,1,0
1230,2021-03-27,Norway,Turkey,0,3,FIFA World Cup qualification,-3,0,1
1231,2021-03-27,Russia,Slovenia,2,1,FIFA World Cup qualification,1,1,0
1232,2021-03-27,Croatia,Cyprus,1,0,FIFA World Cup qualification,1,1,0
1233,2021-03-27,Slovakia,Malta,2,2,FIFA World Cup qualification,0,0,1
1235,2021-03-27,Benin,Nigeria,0,1,African Cup of Nations qualification,-1,0,1
1236,2021-03-28,Greece,Honduras,2,1,Friendly,1,1,0
1237,2021-03-28,Northern Ireland,United States,1,2,Friendly,-1,0,1
1238,2021-03-28,Montserrat,El Salvador,1,1,FIFA World Cup qualification,0,0,1
1239,2021-03-28,Cuba,Curaçao,1,2,FIFA World Cup qualification,-1,0,1
1240,2021-03-28,Dominica,Panama,1,2,FIFA World Cup qualification,-1,0,1
1241,2021-03-28,Puerto Rico,Trinidad and Tobago,1,1,FIFA World Cup qualification,0,0,1
1242,2021-03-28,Georgia,Spain,1,2,FIFA World Cup qualification,-1,0,1
1243,2021-03-28,Kosovo,Sweden,0,3,FIFA World Cup qualification,-3,0,1
1244,2021-03-28,Switzerland,Lithuania,1,0,FIFA World Cup qualification,1,1,0
1245,2021-03-28,Bulgaria,Italy,0,2,FIFA World Cup qualification,-2,0,1
1246,2021-03-28,Kazakhstan,France,0,2,FIFA World Cup qualification,-2,0,1
1247,2021-03-28,Ukraine,Finland,1,1,FIFA World Cup qualification,0,0,1
1248,2021-03-28,Denmark,Moldova,8,0,FIFA World Cup qualification,8,1,0
1249,2021-03-28,Austria,Faroe Islands,3,1,FIFA World Cup qualification,2,1,0
1250,2021-03-28,Israel,Scotland,1,1,FIFA World Cup qualification,0,0,1
1251,2021-03-28,Albania,England,0,2,FIFA World Cup qualification,-2,0,1
1252,2021-03-28,Poland,Andorra,3,0,FIFA World Cup qualification,3,1,0
1253,2021-03-28,San Marino,Hungary,0,3,FIFA World Cup qualification,-3,0,1
1254,2021-03-28,Armenia,Iceland,2,0,FIFA World Cup qualification,2,1,0
1255,2021-03-28,North Macedonia,Liechtenstein,5,0,FIFA World Cup qualification,5,1,0
1256,2021-03-28,Romania,Germany,0,1,FIFA World Cup qualification,-1,0,1
1257,2021-03-28,Namibia,Guinea,2,1,African Cup of Nations qualification,1,1,0
1258,2021-03-28,Mali,Chad,3,0,African Cup of Nations qualification,3,1,0
1259,2021-03-28,Ghana,São Tomé and Príncipe,3,1,African Cup of Nations qualification,2,1,0
1260,2021-03-28,Sudan,South Africa,2,0,African Cup of Nations qualification,2,1,0
1261,2021-03-28,Tunisia,Equatorial Guinea,2,1,African Cup of Nations qualification,1,1,0
1262,2021-03-28,Tanzania,Libya,1,0,African Cup of Nations qualification,1,1,0
1263,2021-03-29,Ecuador,Bolivia,2,1,Friendly,1,1,0
1264,2021-03-29,Kuwait,Lebanon,1,1,Friendly,0,0,1
1265,2021-03-29,Nepal,Bangladesh,2,1,Friendly,1,1,0
1266,2021-03-29,Uzbekistan,Iraq,0,1,Friendly,-1,0,1
1267,2021-03-29,Cayman Islands,Canada,0,11,FIFA World Cup qualification,-11,0,1
1268,2021-03-29,Burkina Faso,South Sudan,1,0,African Cup of Nations qualification,1,1,0
1269,2021-03-29,Malawi,Uganda,1,0,African Cup of Nations qualification,1,1,0
1270,2021-03-29,Angola,Gabon,2,0,African Cup of Nations qualification,2,1,0
1271,2021-03-29,DR Congo,Gambia,1,0,African Cup of Nations qualification,1,1,0
1272,2021-03-29,Togo,Kenya,1,2,African Cup of Nations qualification,-1,0,1
1273,2021-03-29,Egypt,Comoros,4,0,African Cup of Nations qualification,4,1,0
1274,2021-03-29,Algeria,Botswana,5,0,African Cup of Nations qualification,5,1,0
1275,2021-03-29,Zimbabwe,Zambia,0,2,African Cup of Nations qualification,-2,0,1
1276,2021-03-29,United Arab Emirates,India,6,0,Friendly,6,1,0
1277,2021-03-30,Bahrain,Jordan,1,2,Friendly,-1,0,1
1278,2021-03-30,Costa Rica,Mexico,0,1,Friendly,-1,0,1
1279,2021-03-30,Iran,Syria,3,0,Friendly,3,1,0
1280,2021-03-30,Republic of Ireland,Qatar,1,1,Friendly,0,0,1
1281,2021-03-30,Grenada,United States Virgin Islands,1,0,FIFA World Cup qualification,1,1,0
1282,2021-03-30,Bermuda,Aruba,5,0,FIFA World Cup qualification,5,1,0
1283,2021-03-30,Saint Vincent and the Grenadines,British Virgin Islands,3,0,FIFA World Cup qualification,3,1,0
1284,2021-03-30,Barbados,Anguilla,1,0,FIFA World Cup qualification,1,1,0
1285,2021-03-30,Belize,Turks and Caicos Islands,5,0,FIFA World Cup qualification,5,1,0
1286,2021-03-30,Guyana,Bahamas,4,0,FIFA World Cup qualification,4,1,0
1287,2021-03-30,Azerbaijan,Serbia,1,2,FIFA World Cup qualification,-1,0,1
1288,2021-03-30,Luxembourg,Portugal,1,3,FIFA World Cup qualification,-2,0,1
1289,2021-03-30,Wales,Czech Republic,1,0,FIFA World Cup qualification,1,1,0
1290,2021-03-30,Belgium,Belarus,8,0,FIFA World Cup qualification,8,1,0
1291,2021-03-30,Gibraltar,Netherlands,0,7,FIFA World Cup qualification,-7,0,1
1292,2021-03-30,Montenegro,Norway,0,1,FIFA World Cup qualification,-1,0,1
1293,2021-03-30,Turkey,Latvia,3,3,FIFA World Cup qualification,0,0,1
1294,2021-03-30,Cyprus,Slovenia,1,0,FIFA World Cup qualification,1,1,0
1295,2021-03-30,Croatia,Malta,3,0,FIFA World Cup qualification,3,1,0
1296,2021-03-30,Slovakia,Russia,2,1,FIFA World Cup qualification,1,1,0
1297,2021-03-30,Saudi Arabia,Palestine,5,0,FIFA World Cup qualification,5,1,0
1298,2021-03-30,Japan,Mongolia,14,0,FIFA World Cup qualification,14,1,0
1299,2021-03-30,Central African Republic,Mauritania,0,1,African Cup of Nations qualification,-1,0,1
1300,2021-03-30,Morocco,Burundi,1,0,African Cup of Nations qualification,1,1,0
1302,2021-03-30,Mozambique,Cape Verde,0,1,African Cup of Nations qualification,-1,0,1
1303,2021-03-30,Guinea-Bissau,Congo,3,0,African Cup of Nations qualification,3,1,0
1304,2021-03-30,Senegal,Eswatini,1,1,African Cup of Nations qualification,0,0,1
1305,2021-03-30,Ivory Coast,Ethiopia,3,1,African Cup of Nations qualification,2,1,0
1307,2021-03-30,Nigeria,Lesotho,3,0,African Cup of Nations qualification,3,1,0
1308,2021-03-31,Sweden,Estonia,1,0,Friendly,1,1,0
1309,2021-03-31,Switzerland,Finland,3,2,Friendly,1,1,0
1310,2021-03-31,Spain,Kosovo,3,1,FIFA World Cup qualification,2,1,0
1311,2021-03-31,Greece,Georgia,1,1,FIFA World Cup qualification,0,0,1
1313,2021-03-31,Lithuania,Italy,0,2,FIFA World Cup qualification,-2,0,1
1314,2021-03-31,Bosnia and Herzegovina,France,0,1,FIFA World Cup qualification,-1,0,1
1315,2021-03-31,Ukraine,Kazakhstan,1,1,FIFA World Cup qualification,0,0,1
1316,2021-03-31,Scotland,Faroe Islands,4,0,FIFA World Cup qualification,4,1,0
1317,2021-03-31,Austria,Denmark,0,4,FIFA World Cup qualification,-4,0,1
1318,2021-03-31,Moldova,Israel,1,4,FIFA World Cup qualification,-3,0,1
1319,2021-03-31,England,Poland,2,1,FIFA World Cup qualification,1,1,0
1320,2021-03-31,Andorra,Hungary,1,4,FIFA World Cup qualification,-3,0,1
1321,2021-03-31,San Marino,Albania,0,2,FIFA World Cup qualification,-2,0,1
1322,2021-03-31,Armenia,Romania,3,2,FIFA World Cup qualification,1,1,0
1323,2021-03-31,Germany,North Macedonia,1,2,FIFA World Cup qualification,-1,0,1
1324,2021-03-31,Liechtenstein,Iceland,1,4,FIFA World Cup qualification,-3,0,1
1325,2021-05-23,Ukraine,Bahrain,1,1,Friendly,0,0,1
1327,2021-05-24,United Arab Emirates,Jordan,5,1,Friendly,4,1,0
1328,2021-05-25,Indonesia,Afghanistan,2,3,Friendly,-1,0,1
1329,2021-05-25,Oman,Thailand,1,0,Friendly,1,1,0
1330,2021-05-27,Turkey,Azerbaijan,2,1,Friendly,1,1,0
1331,2021-05-28,Bahrain,Malaysia,2,0,Friendly,2,1,0
1332,2021-05-28,Italy,San Marino,7,0,Friendly,7,1,0
1333,2021-05-29,Indonesia,Oman,1,3,Friendly,-2,0,1
1334,2021-05-29,Iraq,Nepal,6,2,Friendly,4,1,0
1335,2021-05-29,Mexico,Iceland,2,1,Friendly,1,1,0
1336,2021-05-29,Singapore,Afghanistan,1,1,Friendly,0,0,1
1337,2021-05-29,Sweden,Finland,2,0,Friendly,2,1,0
1338,2021-05-29,Thailand,Tajikistan,2,2,Friendly,0,0,1
1339,2021-05-30,Malta,Northern Ireland,0,3,Friendly,-3,0,1
1340,2021-05-30,Switzerland,United States,2,1,Friendly,1,1,0
1341,2021-05-31,Jordan,Vietnam,1,1,Friendly,0,0,1
1343,2021-06-01,Croatia,Armenia,1,1,Friendly,0,0,1
1344,2021-06-01,Kosovo,San Marino,4,1,Friendly,3,1,0
1345,2021-06-01,North Macedonia,Slovenia,1,1,Friendly,0,0,1
1346,2021-06-01,Poland,Russia,1,1,Friendly,0,0,1
1347,2021-06-01,Slovakia,Bulgaria,1,1,Friendly,0,0,1
1348,2021-06-02,Belarus,Azerbaijan,1,2,Friendly,-1,0,1
1350,2021-06-02,England,Austria,1,0,Friendly,1,1,0
1351,2021-06-02,France,Wales,3,0,Friendly,3,1,0
1352,2021-06-02,Germany,Denmark,1,1,Friendly,0,0,1
1353,2021-06-02,Mozambique,Lesotho,5,0,Friendly,5,1,0
1354,2021-06-02,Netherlands,Scotland,2,2,Friendly,0,0,1
1355,2021-06-02,Norway,Luxembourg,1,0,Friendly,1,1,0
1356,2021-06-02,Romania,Georgia,1,2,Friendly,-1,0,1
1357,2021-06-02,Montserrat,United States Virgin Islands,4,0,FIFA World Cup qualification,4,1,0
1358,2021-06-02,Cayman Islands,Aruba,1,3,FIFA World Cup qualification,-2,0,1
1359,2021-06-02,Cuba,British Virgin Islands,5,0,FIFA World Cup qualification,5,1,0
1360,2021-06-02,Dominica,Anguilla,3,0,FIFA World Cup qualification,3,1,0
1361,2021-06-02,Puerto Rico,Bahamas,7,0,FIFA World Cup qualification,7,1,0
1362,2021-06-03,Algeria,Mauritania,4,1,Friendly,3,1,0
1363,2021-06-03,Andorra,Republic of Ireland,1,4,Friendly,-3,0,1
1364,2021-06-03,Belgium,Greece,1,1,Friendly,0,0,1
1365,2021-06-03,Switzerland,Liechtenstein,7,0,Friendly,7,1,0
1366,2021-06-03,Turkey,Moldova,2,0,Friendly,2,1,0
1367,2021-06-03,Ukraine,Northern Ireland,1,0,Friendly,1,1,0
1368,2021-06-03,Nepal,Taiwan,2,0,FIFA World Cup qualification,2,1,0
1369,2021-06-03,Iran,Hong Kong,3,1,FIFA World Cup qualification,2,1,0
1370,2021-06-03,Bahrain,Cambodia,8,0,FIFA World Cup qualification,8,1,0
1371,2021-06-03,Palestine,Singapore,4,0,FIFA World Cup qualification,4,1,0
1372,2021-06-03,Bangladesh,Afghanistan,1,1,FIFA World Cup qualification,0,0,1
1373,2021-06-03,United Arab Emirates,Malaysia,4,0,FIFA World Cup qualification,4,1,0
1374,2021-06-03,Thailand,Indonesia,2,2,FIFA World Cup qualification,0,0,1
1375,2021-06-03,Bolivia,Venezuela,3,1,FIFA World Cup qualification,2,1,0
1377,2021-06-03,Argentina,Chile,1,1,FIFA World Cup qualification,0,0,1
1378,2021-06-03,Peru,Colombia,0,3,FIFA World Cup qualification,-3,0,1
1379,2021-06-03,Kuwait,Australia,0,3,FIFA World Cup qualification,-3,0,1
1380,2021-06-03,Qatar,India,1,0,FIFA World Cup qualification,1,1,0
1381,2021-06-04,Faroe Islands,Iceland,0,1,Friendly,-1,0,1
1382,2021-06-04,Finland,Estonia,0,1,Friendly,-1,0,1
1383,2021-06-04,Hungary,Cyprus,1,0,Friendly,1,1,0
1384,2021-06-04,Italy,Czech Republic,4,0,Friendly,4,1,0
1385,2021-06-04,Kosovo,Malta,2,1,Friendly,1,1,0
1386,2021-06-04,Nigeria,Cameroon,0,1,Friendly,-1,0,1
1387,2021-06-04,North Macedonia,Kazakhstan,4,0,Friendly,4,1,0
1388,2021-06-04,Rwanda,Central African Republic,2,0,Friendly,2,1,0
1389,2021-06-04,Slovenia,Gibraltar,6,0,Friendly,6,1,0
1391,2021-06-04,Maldives,Syria,0,4,FIFA World Cup qualification,-4,0,1
1392,2021-06-04,Antigua and Barbuda,Grenada,1,0,FIFA World Cup qualification,1,1,0
1393,2021-06-04,Suriname,Bermuda,6,0,FIFA World Cup qualification,6,1,0
1394,2021-06-04,Guatemala,Saint Vincent and the Grenadines,10,0,FIFA World Cup qualification,10,1,0
1395,2021-06-04,Dominican Republic,Barbados,1,1,FIFA World Cup qualification,0,0,1
1396,2021-06-04,Nicaragua,Belize,3,0,FIFA World Cup qualification,3,1,0
1397,2021-06-04,Saint Kitts and Nevis,Guyana,3,0,FIFA World Cup qualification,3,1,0
1398,2021-06-04,Brazil,Ecuador,2,0,FIFA World Cup qualification,2,1,0
1399,2021-06-05,Guinea,Togo,0,2,Friendly,-2,0,1
1400,2021-06-05,Ivory Coast,Burkina Faso,2,1,Friendly,1,1,0
1401,2021-06-05,Montenegro,Israel,1,3,Friendly,-2,0,1
1402,2021-06-05,Niger,Gambia,0,2,Friendly,-2,0,1
1403,2021-06-05,Russia,Bulgaria,1,0,Friendly,1,1,0
1404,2021-06-05,Senegal,Zambia,3,1,Friendly,2,1,0
1405,2021-06-05,Sweden,Armenia,3,1,Friendly,2,1,0
1406,2021-06-05,Tunisia,DR Congo,1,0,Friendly,1,1,0
1408,2021-06-05,Saudi Arabia,Yemen,3,0,FIFA World Cup qualification,3,1,0
1409,2021-06-05,Lebanon,Sri Lanka,3,2,FIFA World Cup qualification,1,1,0
1410,2021-06-05,South Korea,Turkmenistan,5,0,FIFA World Cup qualification,5,1,0
1411,2021-06-05,United States Virgin Islands,El Salvador,0,7,FIFA World Cup qualification,-7,0,1
1412,2021-06-05,Aruba,Canada,0,7,FIFA World Cup qualification,-7,0,1
1413,2021-06-05,British Virgin Islands,Curaçao,0,8,FIFA World Cup qualification,-8,0,1
1414,2021-06-05,Panama,Anguilla,13,0,FIFA World Cup qualification,13,1,0
1415,2021-06-05,Turks and Caicos Islands,Haiti,0,10,FIFA World Cup qualification,-10,0,1
1417,2021-06-06,Algeria,Mali,1,0,Friendly,1,1,0
1419,2021-06-06,Belgium,Croatia,1,0,Friendly,1,1,0
1420,2021-06-06,Denmark,Bosnia and Herzegovina,2,0,Friendly,2,1,0
1421,2021-06-06,England,Romania,1,0,Friendly,1,1,0
1422,2021-06-06,Luxembourg,Scotland,0,1,Friendly,-1,0,1
1423,2021-06-06,Moldova,Azerbaijan,1,0,Friendly,1,1,0
1424,2021-06-06,Netherlands,Georgia,3,0,Friendly,3,1,0
1425,2021-06-06,Norway,Greece,1,2,Friendly,-1,0,1
1427,2021-06-07,Faroe Islands,Liechtenstein,5,1,Friendly,4,1,0
1428,2021-06-07,Germany,Latvia,7,1,Friendly,6,1,0
1429,2021-06-07,Rwanda,Central African Republic,5,0,Friendly,5,1,0
1430,2021-06-07,Serbia,Jamaica,1,1,Friendly,0,0,1
1431,2021-06-07,Ukraine,Cyprus,4,0,Friendly,4,1,0
1432,2021-06-07,Guam,Syria,0,3,FIFA World Cup qualification,-3,0,1
1433,2021-06-07,China PR,Philippines,2,0,FIFA World Cup qualification,2,1,0
1434,2021-06-07,Nepal,Jordan,0,3,FIFA World Cup qualification,-3,0,1
1435,2021-06-07,Australia,Taiwan,5,1,FIFA World Cup qualification,4,1,0
1436,2021-06-07,Iraq,Cambodia,4,1,FIFA World Cup qualification,3,1,0
1437,2021-06-07,Uzbekistan,Singapore,5,0,FIFA World Cup qualification,5,1,0
1438,2021-06-07,Bangladesh,India,0,2,FIFA World Cup qualification,-2,0,1
1439,2021-06-07,Kyrgyzstan,Mongolia,0,1,FIFA World Cup qualification,-1,0,1
1440,2021-06-07,Japan,Tajikistan,4,1,FIFA World Cup qualification,3,1,0
1441,2021-06-07,United Arab Emirates,Thailand,3,1,FIFA World Cup qualification,2,1,0
1442,2021-06-07,Vietnam,Indonesia,4,0,FIFA World Cup qualification,4,1,0
1443,2021-06-07,Bahrain,Iran,0,3,FIFA World Cup qualification,-3,0,1
1444,2021-06-07,Qatar,Oman,1,0,FIFA World Cup qualification,1,1,0
1445,2021-06-08,Benin,Zambia,2,2,Friendly,0,0,1
1447,2021-06-08,Czech Republic,Albania,3,1,Friendly,2,1,0
1448,2021-06-08,France,Bulgaria,3,0,Friendly,3,1,0
1449,2021-06-08,Gambia,Togo,1,0,Friendly,1,1,0
1451,2021-06-08,Kosovo,Guinea,1,2,Friendly,-1,0,1
1452,2021-06-08,Morocco,Ghana,1,0,Friendly,1,1,0
1453,2021-06-08,Mozambique,Eswatini,1,1,Friendly,0,0,1
1454,2021-06-08,Poland,Iceland,2,2,Friendly,0,0,1
1455,2021-06-08,Senegal,Cape Verde,2,0,Friendly,2,1,0
1456,2021-06-08,Spain,Lithuania,4,0,Friendly,4,1,0
1457,2021-06-08,Grenada,Montserrat,1,2,FIFA World Cup qualification,-1,0,1
1458,2021-06-08,El Salvador,Antigua and Barbuda,3,0,FIFA World Cup qualification,3,1,0
1459,2021-06-08,Canada,Suriname,4,0,FIFA World Cup qualification,4,1,0
1460,2021-06-08,Bermuda,Cayman Islands,1,1,FIFA World Cup qualification,0,0,1
1461,2021-06-08,Saint Vincent and the Grenadines,Cuba,0,1,FIFA World Cup qualification,-1,0,1
1463,2021-06-08,Barbados,Dominica,1,1,FIFA World Cup qualification,0,0,1
1464,2021-06-08,Panama,Dominican Republic,3,0,FIFA World Cup qualification,3,1,0
1465,2021-06-08,Haiti,Nicaragua,1,0,FIFA World Cup qualification,1,1,0
1466,2021-06-08,Guyana,Puerto Rico,0,2,FIFA World Cup qualification,-2,0,1
1467,2021-06-08,Trinidad and Tobago,Saint Kitts and Nevis,2,0,FIFA World Cup qualification,2,1,0
1468,2021-06-08,Ecuador,Peru,1,2,FIFA World Cup qualification,-1,0,1
1469,2021-06-08,Colombia,Argentina,2,2,FIFA World Cup qualification,0,0,1
1471,2021-06-08,Paraguay,Brazil,0,2,FIFA World Cup qualification,-2,0,1
1472,2021-06-08,Chile,Bolivia,1,1,FIFA World Cup qualification,0,0,1
1473,2021-06-09,Turkmenistan,Lebanon,3,2,FIFA World Cup qualification,1,1,0
1474,2021-06-09,Niger,Congo,0,1,Friendly,-1,0,1
1475,2021-06-09,Portugal,Israel,4,0,Friendly,4,1,0
1476,2021-06-09,United States,Costa Rica,4,0,Friendly,4,1,0
1477,2021-06-09,South Korea,Sri Lanka,5,0,FIFA World Cup qualification,5,1,0
1478,2021-06-10,South Africa,Uganda,3,2,Friendly,1,1,0
1479,2021-06-11,Philippines,Guam,3,0,FIFA World Cup qualification,3,1,0
1480,2021-06-11,China PR,Maldives,5,0,FIFA World Cup qualification,5,1,0
1481,2021-06-11,Nepal,Australia,0,3,FIFA World Cup qualification,-3,0,1
1483,2021-06-11,Cambodia,Iran,0,10,FIFA World Cup qualification,-10,0,1
1484,2021-06-11,Hong Kong,Iraq,0,1,FIFA World Cup qualification,-1,0,1
1485,2021-06-11,Yemen,Uzbekistan,0,1,FIFA World Cup qualification,-1,0,1
1486,2021-06-11,Afghanistan,Oman,1,2,FIFA World Cup qualification,-1,0,1
1487,2021-06-11,Myanmar,Kyrgyzstan,1,8,FIFA World Cup qualification,-7,0,1
1488,2021-06-11,Malaysia,Vietnam,1,2,FIFA World Cup qualification,-1,0,1
1489,2021-06-11,DR Congo,Mali,1,1,Friendly,0,0,1
1490,2021-06-11,Guinea,Niger,2,1,Friendly,1,1,0
1491,2021-06-11,Kosovo,Gambia,1,0,Friendly,1,1,0
1492,2021-06-11,Mauritania,Liberia,1,0,Friendly,1,1,0
1493,2021-06-11,Tunisia,Algeria,0,2,Friendly,-2,0,1
1494,2021-06-11,Italy,Turkey,3,0,UEFA Euro,3,1,0
1495,2021-06-11,Saudi Arabia,Singapore,3,0,FIFA World Cup qualification,3,1,0
1496,2021-06-11,United Arab Emirates,Indonesia,5,0,FIFA World Cup qualification,5,1,0
1497,2021-06-12,Haiti,Canada,0,1,FIFA World Cup qualification,-1,0,1
1498,2021-06-12,Panama,Curaçao,2,1,FIFA World Cup qualification,1,1,0
1499,2021-06-12,Saint Kitts and Nevis,El Salvador,0,4,FIFA World Cup qualification,-4,0,1
1502,2021-06-12,Morocco,Burkina Faso,1,0,Friendly,1,1,0
1503,2021-06-12,Wales,Switzerland,1,1,UEFA Euro,0,0,1
1504,2021-06-12,Denmark,Finland,0,1,UEFA Euro,-1,0,1
1505,2021-06-12,Russia,Belgium,0,3,UEFA Euro,-3,0,1
1506,2021-06-13,South Korea,Lebanon,2,1,FIFA World Cup qualification,1,1,0
1507,2021-06-13,Sudan,Zambia,0,1,Friendly,-1,0,1
1508,2021-06-13,Tanzania,Malawi,2,0,Friendly,2,1,0
1509,2021-06-13,Austria,North Macedonia,3,1,UEFA Euro,2,1,0
1510,2021-06-13,Netherlands,Ukraine,3,2,UEFA Euro,1,1,0
1511,2021-06-13,England,Croatia,1,0,UEFA Euro,1,1,0
1512,2021-06-13,Brazil,Venezuela,3,0,Copa América,3,1,0
1513,2021-06-13,Colombia,Ecuador,1,0,Copa América,1,1,0
1514,2021-06-14,Libya,Liberia,0,1,Friendly,-1,0,1
1515,2021-06-14,Scotland,Czech Republic,0,2,UEFA Euro,-2,0,1
1516,2021-06-14,Poland,Slovakia,1,2,UEFA Euro,-1,0,1
1518,2021-06-14,Argentina,Chile,1,1,Copa América,0,0,1
1519,2021-06-14,Paraguay,Bolivia,3,1,Copa América,2,1,0
1520,2021-06-15,Philippines,Maldives,1,1,FIFA World Cup qualification,0,0,1
1521,2021-06-15,China PR,Syria,3,1,FIFA World Cup qualification,2,1,0
1522,2021-06-15,Australia,Jordan,1,0,FIFA World Cup qualification,1,1,0
1523,2021-06-15,Bahrain,Hong Kong,4,0,FIFA World Cup qualification,4,1,0
1524,2021-06-15,Iran,Iraq,1,0,FIFA World Cup qualification,1,1,0
1525,2021-06-15,Palestine,Yemen,3,0,FIFA World Cup qualification,3,1,0
1526,2021-06-15,Saudi Arabia,Uzbekistan,3,0,FIFA World Cup qualification,3,1,0
1527,2021-06-15,Bangladesh,Oman,0,3,FIFA World Cup qualification,-3,0,1
1528,2021-06-15,India,Afghanistan,1,1,FIFA World Cup qualification,0,0,1
1529,2021-06-15,Tajikistan,Myanmar,4,0,FIFA World Cup qualification,4,1,0
1530,2021-06-15,Japan,Kyrgyzstan,5,1,FIFA World Cup qualification,4,1,0
1531,2021-06-15,Thailand,Malaysia,0,1,FIFA World Cup qualification,-1,0,1
